1,8.21287e-14,3.35842e-14,-3.06144e-14,2.38143e-14,-1.79579e-14,-1.03251e-14,2.29261e-14,-1.51892e-14,-3.24324e-14,-8.38218e-15,1.88183e-14,4.63796e-14,-2.20934e-14,-4.69634e-15,6.03545e-14,2.04003e-14,1.25781e-13,-2.15505e-14,1.37002e-13,-9.80604e-14,1.92346e-14,-1.15463e-14,-6.23668e-14,7.96446e-14,-1.52933e-14,-1.26704e-14,1.50296e-14,2.83801e-15,6.30052e-15,9.0622e-15,-9.84629e-15,7.49401e-14,-3.06699e-15,-1.15352e-13,-2.35706e-14,-7.96307e-14,4.56232e-16,3.79696e-14,6.73723e-16,-1.29772e-13,-4.94396e-16,2.98372e-15,-3.6221e-15,-1.38266e-14,-1.57166e-14,-5.11258e-14,-5.69544e-14,-1.89571e-14,3.14748e-14
1.53419e-14,1,3.19605e-14,-4.35606e-14,3.47639e-15,-2.76862e-15,-1.26635e-14,3.10793e-14,-1.31561e-14,-5.23366e-14,-1.86934e-14,2.53755e-14,3.14956e-14,-3.64014e-14,-2.77975e-15,5.10494e-14,2.16008e-14,1.1958e-13,-4.8515e-14,1.16615e-13,-1.39264e-13,4.63518e-15,-3.339e-14,-3.15165e-14,9.44626e-14,-2.38282e-14,4.80171e-15,1.48527e-14,1.5786e-16,9.62425e-15,6.47052e-15,-1.79501e-14,6.45178e-14,-2.04836e-14,-1.38708e-13,-4.34956e-14,-7.61405e-14,1.3327e-15,2.82968e-14,7.19027e-15,-1.60167e-13,4.51722e-15,4.26742e-15,-7.59809e-16,-7.07203e-15,-1.26427e-14,-6.56281e-14,-5.16254e-14,-2.37241e-14,3.76782e-14
-9.15934e-15,4.55191e-14,1,-4.61089e-15,2.32037e-14,7.35523e-15,8.57647e-15,1.96509e-14,-7.25808e-15,-1.89571e-14,2.25653e-14,1.55154e-14,1.83742e-14,-2.59237e-14,-1.37608e-14,2.88519e-14,3.69149e-15,1.22034e-13,-4.93854e-14,2.59792e-14,-6.55587e-14,-8.32667e-17,-1.25455e-14,-1.38778e-14,9.56457e-14,-3.6332e-14,2.65066e-15,1.61121e-14,-9.4369e-15,-1.97065e-15,1.35308e-14,-7.93116e-15,3.09752e-14,-1.77219e-14,-7.09433e-14,-4.31643e-15,-6.18117e-14,8.41341e-16,2.12538e-14,-1.92543e-15,-1.10285e-13,8.17749e-15,-4.55885e-15,-4.91621e-15,1.02162e-14,-1.80758e-14,-1.38223e-14,-3.60822e-14,-7.13318e-15,1.56541e-14
-1.08524e-14,1.0747e-13,1.65701e-14,1,4.05648e-14,-2.40641e-14,8.5626e-15,1.37945e-14,-7.93809e-15,-1.83395e-14,1.60705e-14,6.70297e-15,3.20854e-14,-1.21569e-14,-1.38632e-14,4.36873e-14,1.16782e-14,1.22593e-13,-9.39179e-15,4.80727e-14,-1.04028e-13,9.95731e-15,-3.88578e-16,8.32667e-15,7.01453e-14,-9.74221e-15,-9.36751e-15,1.49811e-14,-9.26689e-15,-6.07847e-15,1.36731e-14,-1.56646e-14,5.4734e-14,-6.1201e-15,-7.73825e-14,-6.23859e-14,-2.93099e-14,1.1293e-15,2.51188e-14,-8.44257e-15,-1.21732e-13,1.2941e-15,-3.21618e-15,-3.93088e-15,2.55438e-16,-1.8055e-14,-2.94209e-14,-3.43614e-14,-7.68829e-15,1.50158e-14
-7.99361e-15,2.9976e-15,6.88338e-15,-1.6806e-14,1,1.34337e-14,1.03251e-14,8.77076e-15,-9.76996e-15,-1.37945e-14,6.99441e-15,4.55191e-15,-1.21569e-14,-1.42664e-14,-6.75669e-15,1.78191e-14,1.07137e-14,7.50788e-14,-6.69265e-14,3.86358e-14,-6.61693e-14,-1.69309e-14,-1.33227e-15,2.08722e-14,4.49085e-14,-2.53131e-14,-1.83187e-15,1.55431e-15,-3.40006e-16,-8.9373e-15,2.55351e-15,-1.2372e-14,-3.31957e-14,-3.15858e-14,-5.03486e-14,-1.09626e-14,-2.77001e-14,7.80626e-16,2.30371e-15,2.28116e-16,-8.37976e-14,1.02175e-14,4.71845e-16,-1.55431e-15,4.91794e-16,-6.42542e-15,3.88578e-15,-2.10387e-14,-1.44329e-15,2.9976e-15
2.94209e-15,4.01901e-14,8.77076e-15,-6.33521e-15,-2.0095e-14,1,5.4956e-15,2.28151e-14,-1.60288e-14,-2.16493e-14,-9.38138e-15,1.43774e-14,3.88578e-16,-1.90403e-14,-2.93358e-16,3.53606e-14,4.7462e-15,1.12181e-13,-5.85044e-14,7.77156e-14,-8.11573e-14,-9.27036e-15,-2.26485e-14,9.88098e-15,7.33857e-14,-2.03171e-14,1.55431e-15,1.01863e-14,2.92127e-15,-6.05072e-15,2.10942e-15,-1.81799e-14,9.99201e-16,-4.29656e-14,-5.97855e-14,-3.6208e-14,-4.30211e-14,-1.09288e-15,1.06998e-14,-1.12939e-14,-7.91433e-14,6.4497e-15,3.76088e-15,-2.17881e-15,-3.21531e-15,-1.08386e-14,-2.27596e-14,-2.4869e-14,-7.21645e-15,1.56541e-14
-1.77636e-15,9.63118e-15,7.99361e-15,8.53831e-15,8.02136e-15,-2.30371e-15,1,1.11577e-14,-7.95891e-15,-2.70894e-14,1.12688e-14,8.27116e-15,6.88338e-15,-1.96509e-14,-5.63121e-15,3.00038e-14,1.36835e-14,9.63743e-14,-3.50041e-14,5.65659e-14,-4.87388e-14,-1.21292e-14,-7.77156e-16,-3.53606e-14,5.14311e-14,-2.83662e-14,-2.58127e-15,6.4948e-15,-6.03684e-16,-6.10623e-16,5.68295e-15,-8.7777e-15,-5.77316e-15,-8.24341e-15,-5.20695e-14,-1.15559e-14,-1.70974e-14,3.7019e-15,2.18089e-14,2.09685e-16,-9.24321e-14,4.2466e-15,-7.56339e-16,-4.01068e-15,-7.89126e-15,-1.11994e-14,-8.04912e-15,-2.83662e-14,-4.19109e-15,6.88338e-15
6.84522e-15,1.10717e-13,2.86646e-14,-3.17628e-14,1.68927e-14,-1.2771e-14,-1.86656e-15,1,-1.10823e-14,-3.61308e-14,1.16365e-14,2.07785e-14,5.9959e-14,-3.98986e-14,-1.13945e-14,3.65229e-14,1.26548e-14,8.5207e-14,9.4305e-15,1.40617e-13,-1.5575e-13,2.80401e-14,-2.79776e-14,-2.97679e-14,9.68496e-14,-2.62568e-14,2.15626e-15,1.09426e-14,8.57821e-16,-6.83481e-16,2.38368e-14,-1.59963e-14,1.06401e-13,-4.72192e-15,-1.41616e-13,-4.49858e-14,-7.72889e-14,8.5717e-16,3.84458e-14,-8.95765e-15,-1.38262e-13,3.61039e-16,2.26468e-15,-3.09995e-15,6.99224e-15,-1.19835e-14,-5.56638e-14,-5.32074e-14,-2.09242e-14,3.51594e-14
-3.70537e-15,-2.33147e-15,8.97893e-15,3.71933e-14,-1.04847e-14,-6.14092e-15,1.25733e-14,1.14006e-14,1,2.31933e-14,-1.09218e-14,1.02904e-14,-9.99201e-16,-3.50553e-14,-1.55704e-14,1.58068e-14,-1.95295e-14,8.12926e-14,-3.50024e-14,-1.50296e-14,-2.14551e-14,-2.59272e-14,-1.54043e-14,2.31343e-14,4.50334e-14,-3.62765e-14,4.05231e-15,-8.75341e-15,-3.19189e-16,-6.57113e-15,3.88578e-16,-8.72739e-15,-7.41074e-15,-1.67852e-14,-9.24261e-15,1.49321e-14,-7.42462e-15,2.84278e-15,-8.88178e-16,5.07054e-15,-4.48281e-14,1.47165e-14,-6.97706e-15,-9.29638e-15,2.69164e-14,-5.74193e-15,7.50788e-15,-1.40582e-14,-9.4369e-16,5.32907e-15
-6.03163e-15,1.13709e-13,2.68709e-14,-7.72928e-15,2.23016e-14,-3.74666e-14,2.0834e-15,1.61607e-14,-1.22051e-14,1,3.52149e-15,3.1572e-16,2.21576e-14,-1.53627e-14,-1.28e-14,5.4047e-14,4.00114e-15,9.28597e-14,-2.00194e-14,9.26481e-14,-7.47076e-14,6.12704e-15,1.88738e-15,-1.53592e-14,2.14325e-14,3.40006e-16,-6.76369e-15,-1.34094e-15,-3.08846e-15,-7.20257e-15,-3.40266e-15,-8.30542e-15,5.61426e-14,-1.70159e-14,-7.99291e-14,-6.12597e-14,-2.71051e-14,-3.6362e-15,1.08563e-14,-1.15638e-14,-9.37795e-14,9.13484e-15,-1.34918e-15,-6.02686e-15,-8.92732e-16,-1.58098e-14,-2.41751e-14,-4.83346e-14,-1.93057e-14,2.00846e-14
